251455021001	Disease	Gene	D002289	817	True	0	What is [DISGENET] between @DiseaseSrc$ NSCLC @/DiseaseSrc$ and @GeneTgt$ CAMK2D @/GeneTgt$ ? [SEP] These findings suggest that @GeneTgt$ CAMK2D @/GeneTgt$ rs10023113 may be a potentially prognostic marker for overall survival of early-stage @DiseaseSrc$ NSCLC @/DiseaseSrc$ patients in Chinese population .	2 3 3 13 4|7 7 4|7 13 13 13 13 12 13 3 16 16 13 21 21 17|21 21 17|21 16 24 24 21 3	Association
187113651016	Disease	Gene	D001714	775	True	0	What is [DISGENET] between @DiseaseSrc$ bipolar disorder @/DiseaseSrc$ and @GeneTgt$ CACNA1C @/GeneTgt$ ? [SEP] Collaborative genome-wide association analysis supports a role for ANK3 and @GeneTgt$ CACNA1C @/GeneTgt$ in @DiseaseSrc$ bipolar disorder @/DiseaseSrc$ .	2 4 4 5 5 7 5 9 7 9 9|10 9 9|10 14 12|14|7 12|14|7 14|7 12|14|7 5	Association
243259151018	Disease	Gene	D001943	7015	True	0	What is [DISGENET] between @DiseaseSrc$ 15 additional breast cancer @/DiseaseSrc$ and @GeneTgt$ TERT @/GeneTgt$ ? [SEP] Associations with @DiseaseSrc$ TN breast cancer @/DiseaseSrc$ were confirmed for 10 loci ( LGR6 , MDM4 , CASP8 , 2q35 , 2p24.1 , @GeneTgt$ TERT-rs10069690 @/GeneTgt$ , ESR1 , TOX3 , 19p13.1 , RALY ) , and we identified associations with @DiseaseSrc$ TN breast cancer @/DiseaseSrc$ for @DiseaseSrc$ 15 additional breast cancer @/DiseaseSrc$ loci ( P & lt ; 0.05 : PEX14 , 2q24.1 , 2q31.1 , ADAM29 , EBF1 , TCF7L2 , 11q13.1 , 11q24.3 , 12p13.1 , PTHLH , NTN4 , 12q24 , BRCA2 , RAD51L1-rs2588809 , MKL1 ) .	8 3 1|2|3 1|2|3 1|2|3 1|3 1|2|3 8 8 11 11 8 13 11 13 13 13 13 13 13 13 13 13 19|13 13 19|13 13 13 13 13 13 13 13 13 13 8 8 37 8 37 40 40|35|38 40|35|38 40|35|38 40|38 40|35|38 50 50|37 50|37 50|37 50|37 50 50|37 38 52 50 52 52 52 52 52 74 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 52 52 52 52 52 52 52 52 52 52 52 86 52 52 37	Association
174861071029	Disease	Gene	D001714	160851	True	0	What is [DISGENET] between @DiseaseSrc$ bipolar disorder @/DiseaseSrc$ and @GeneTgt$ DGKH @/GeneTgt$ ? [SEP] A genome-wide association study implicates @GeneTgt$ diacylglycerol kinase eta @/GeneTgt$ ( @GeneTgt$ DGKH @/GeneTgt$ ) and several other genes in the etiology of @DiseaseSrc$ bipolar disorder @/DiseaseSrc$ .	4 4 4 5 5 5|6 5|6 5|6 5|6 5|6 11 6|7 6 6|7 11 6 17 17 6 20 20 17 22 17|20|22 17|20|22 20|22 17|20|22 5	Association
216666921044	Disease	Gene	D008881	79054	True	0	What is [DISGENET] between @DiseaseSrc$ migraine @/DiseaseSrc$ and @GeneTgt$ TRPM8 @/GeneTgt$ ? [SEP] @GeneTgt$ TRPM8 @/GeneTgt$ has been the focus of neuropathic pain models , whereas LRP1 modulates neuronal glutamate signaling , plausibly linking both genes to @DiseaseSrc$ migraine @/DiseaseSrc$ pathophysiology .	0|6 6 0|6 6 6 6 6 10 10 10 6 6 14 14 6 17 17 14 14 20 14 22 20 26 26|22 26 26|22 20 6	Association
226837121045	Disease	Gene	D008881	79054	True	0	What is [DISGENET] between @DiseaseSrc$ migraine @/DiseaseSrc$ and @GeneTgt$ TRPM8 @/GeneTgt$ ? [SEP] We also replicated associations at two previously reported @DiseaseSrc$ migraine @/DiseaseSrc$ loci in or near @GeneTgt$ TRPM8 @/GeneTgt$ and LRP1 .	3 3 3 3 11 11 8 11 8|11 11 8|11 4 15 12 15 11|13 11 11|13 15 15 3	Association
180842911073	Disease	Gene	D000690	1804	True	0	What is [DISGENET] between @DiseaseSrc$ amyotrophic lateral sclerosis @/DiseaseSrc$ and @GeneTgt$ DPP6 @/GeneTgt$ ? [SEP] Genetic variation in @GeneTgt$ DPP6 @/GeneTgt$ is associated with susceptibility to @DiseaseSrc$ amyotrophic lateral sclerosis @/DiseaseSrc$ .	2 7 4 2|3 2 2|3 7 7 9 7 11 9|11 9|11 9|11 9|11 9|11 7	Association
254563461083	Disease	Gene	D013313	56952	True	0	What is [DISGENET] between @DiseaseSrc$ PTSD @/DiseaseSrc$ and @GeneTgt$ PRTFDC1 @/GeneTgt$ ? [SEP] Genomic predictors of combat stress vulnerability and resilience in U.S. Marines : A genome-wide association study across multiple ancestries implicates @GeneTgt$ PRTFDC1 @/GeneTgt$ as a potential @DiseaseSrc$ PTSD @/DiseaseSrc$ gene .	2 20 6 5 6 2 6 6 11 11 8 2 16 16 16 20 19 19 16 20 20 20 20 28 28 28 24|28 28 24|28 20 20	Association
238726341098	Disease	Gene	D053840	6336	True	0	What is [DISGENET] between @DiseaseSrc$ Brugada syndrome @/DiseaseSrc$ and @GeneTgt$ SCN10A @/GeneTgt$ ? [SEP] Common variants at @GeneTgt$ SCN5A-SCN10A @/GeneTgt$ and HEY2 are associated with @DiseaseSrc$ Brugada syndrome @/DiseaseSrc$ , a rare disease with high risk of sudden cardiac death .	2 9 4 2|3 2 2|3 4 4 9 9 11 9|11 9|11 9|11 9|11 11 17 17 11 20 20 17 24 24 24 20 9	Association
250870781102	Disease	Gene	D004827	5099	True	0	What is [DISGENET] between @DiseaseSrc$ epilepsy @/DiseaseSrc$ and @GeneTgt$ PCDH7 @/GeneTgt$ ? [SEP] Meta-analysis of the @DiseaseSrc$ all-epilepsy @/DiseaseSrc$ cohort identified loci at 2q24.3 ( p=8·71 × 10(-10 ) ) , implicating SCN1A , and at 4p15.1 ( p=5·44 × 10(-9 ) ) , harbouring @GeneTgt$ PCDH7 , which @/GeneTgt$ encodes a protocadherin molecule not previously implicated in @DiseaseSrc$ epilepsy . @/DiseaseSrc$	7 6 6 3|6 6 3|6 1 7 7 10 8 14 14 14 7 14 14 7 7 18 19 19 23 19 27 27 27 23 27 27 19 18 32|36|30|31 32|36|30|31 32|36|30|31 32|36|31 32|36|30|31 32 39 39 36 42 42 39 44 42|7|39 42|7|39 42|7 42|7|39	Association
